Fitness ; Time Finish ; Total Salary ; Total Exper 
0.352620290387836;557;70340 ;6880
0.35248027888502087;557;70335 ;6881
0.3522107943738031;556;70225 ;6879
0.3522107943738031;556;70225 ;6879
0.3522107943738031;556;70225 ;6879
0.351763373263117;557;70245 ;6886
0.351763373263117;557;70245 ;6886
0.351763373263117;557;70245 ;6886
0.3517568932216447;557;70220 ;6886
0.3515236969426717;556;70250 ;6884
0.3513875734647398;556;70260 ;6885
0.3513875734647398;556;70260 ;6885
0.35137850140667864;556;70225 ;6885
0.35111273449228725;556;70270 ;6887
0.35111273449228725;556;70270 ;6887
0.3510997744093427;556;70220 ;6887
0.3509271922711092;557;70230 ;6892
0.3509271922711092;557;70230 ;6892
0.35079383123782326;556;70110 ;6889
0.35079383123782326;556;70110 ;6889
0.3506497612820677;557;70230 ;6894
0.35054750444784866;556;70230 ;6891
0.35054750444784866;556;70230 ;6891
0.3503828687874389;556;70130 ;6892
0.3502545213592738;556;70170 ;6893
0.3502545213592738;556;70170 ;6893
0.3499783863785268;556;70175 ;6895
0.3499783863785268;556;70175 ;6895
0.3499667223038767;556;70130 ;6895
0.3498487429420672;556;70210 ;6896
0.34984355890888935;556;70190 ;6896
0.3498293028176504;556;70135 ;6896
0.34926536878150627;556;70100 ;6900
0.34926536878150627;556;70100 ;6900
0.34926277676491735;556;70090 ;6900
0.34926277676491735;556;70090 ;6900
0.34906202330031993;555;69710 ;6897
0.34906202330031993;555;69710 ;6897
0.34906202330031993;555;69710 ;6897
0.34825824251567344;555;69820 ;6903
0.34825824251567344;555;69820 ;6903
0.34825824251567344;555;69820 ;6903
0.34825824251567344;555;69820 ;6903
0.34770467654588494;555;69825 ;6907
0.34770467654588494;555;69825 ;6907
0.34770467654588494;555;69825 ;6907
0.34770467654588494;555;69825 ;6907
0.34770467654588494;555;69825 ;6907
0.3475659610513642;555;69825 ;6908
0.3475659610513642;555;69825 ;6908
0.3475659610513642;555;69825 ;6908
0.3475633690347753;555;69815 ;6908
0.3475633690347753;555;69815 ;6908
0.3475633690347753;555;69815 ;6908
0.3474194695070767;555;69795 ;6909
0.3474194695070767;555;69795 ;6909
0.3474194695070767;555;69795 ;6909
0.34703183520599246;555;69905 ;6912
0.34703183520599246;555;69905 ;6912
0.3470292431894036;555;69895 ;6912
0.34702405915622575;555;69875 ;6912
0.3468905276948829;555;69895 ;6913
0.3468905276948829;555;69895 ;6913
0.3468788636202328;555;69850 ;6913
0.3468749755953494;555;69835 ;6913
0.34686071950411046;555;69780 ;6913
0.34673885211741756;555;69845 ;6914
0.34673885211741756;555;69845 ;6914
0.34673626010082864;555;69835 ;6914
0.34673626010082864;555;69835 ;6914
0.3466312408219637;555;69965 ;6915
0.3466247607804915;555;69940 ;6915
0.3461697340480956;555;69790 ;6918
0.3461697340480956;555;69790 ;6918
0.3461697340480956;555;69790 ;6918
0.3457848621916573;554;69770 ;6917
0.34578469176360027;555;69910 ;6921
0.3453544596168561;554;69715 ;6920
0.3453544596168561;554;69715 ;6920
0.34509387673564257;554;69780 ;6922
0.3447062424345583;554;69890 ;6925
0.34470105840138043;554;69870 ;6925
0.3445778950063932;554;69930 ;6926
0.344528646691204;554;69740 ;6926
0.344528646691204;554;69740 ;6926
0.34439770724644997;554;69770 ;6927
0.3443912272049777;554;69745 ;6927
0.3442486236855736;554;69730 ;6928
0.3441345323486475;554;69825 ;6929
0.34412157226570295;554;69775 ;6929
0.3441202762574085;554;69770 ;6929
0.3441202762574085;554;69770 ;6929
0.3439673046716487;554;69715 ;6930
0.3439673046716487;554;69715 ;6930
0.3439673046716487;554;69715 ;6930
0.3439673046716487;554;69715 ;6930
0.34396600866335425;554;69710 ;6930
0.34396600866335425;554;69710 ;6930
0.3439621206384709;554;69695 ;6930
0.34395304858040976;554;69660 ;6930
0.34395304858040976;554;69660 ;6930
0.3438467332932504;554;69785 ;6931
0.34367302557477936;554;69650 ;6932
0.34367302557477936;554;69650 ;6932
0.34314797178746886;554;69765 ;6936
0.34314797178746886;554;69765 ;6936
0.34314797178746886;554;69765 ;6936
0.34314537977087994;554;69755 ;6936
0.34303258444224827;554;69855 ;6937
0.34300018423488693;554;69730 ;6937
0.3429846321353535;554;69670 ;6937
0.3427292332873177;554;69755 ;6939
0.3427292332873177;554;69755 ;6939
0.3427292332873177;554;69755 ;6939
0.3427292332873177;554;69755 ;6939
0.3425490455273745;554;69595 ;6940
0.3425490455273745;554;69595 ;6940
0.3425490455273745;554;69595 ;6940
0.3425490455273745;554;69595 ;6940
0.3421303070272234;554;69585 ;6943
0.3421303070272234;554;69585 ;6943
0.3421303070272234;554;69585 ;6943
0.3420278797649473;554;69725 ;6944
0.3420252877483584;554;69715 ;6944
0.3420252877483584;554;69715 ;6944
0.3416182133228574;554;69750 ;6947
0.34158062908231823;554;69605 ;6947
0.34143932157120854;554;69595 ;6948
0.34117873868999504;554;69660 ;6950
0.34117873868999504;554;69660 ;6950
0.3409077877424258;554;69685 ;6952
0.3409077877424258;554;69685 ;6952
0.34090649173413134;554;69680 ;6952
0.3408974196760702;554;69645 ;6952
0.3408974196760702;554;69645 ;6952
0.3408974196760702;554;69645 ;6952
0.34077944031426066;554;69725 ;6953
0.3407548161566661;554;69630 ;6953
0.3406225807036176;554;69655 ;6954
0.34008715884995144;554;69730 ;6958
0.34008715884995144;554;69730 ;6958
0.34008715884995144;554;69730 ;6958
0.34008715884995144;554;69730 ;6958
0.34008715884995144;554;69730 ;6958
0.34008715884995144;554;69730 ;6958
0.3400767907835958;554;69690 ;6958
0.3400767907835958;554;69690 ;6958
0.3398162079023822;554;69755 ;6960
0.3398162079023822;554;69755 ;6960
0.3398162079023822;554;69755 ;6960
0.33967101236638925;554;69730 ;6961
0.33967101236638925;554;69730 ;6961
0.33967101236638925;554;69730 ;6961
0.3396684203498003;554;69720 ;6961
0.3396684203498003;554;69720 ;6961
0.3396684203498003;554;69720 ;6961
0.33925616189112145;554;69735 ;6964
0.3391161503883063;554;69730 ;6965
0.3391161503883063;554;69730 ;6965
0.3391161503883063;554;69730 ;6965
0.3391161503883063;554;69730 ;6965
0.3391161503883063;554;69730 ;6965
0.3391161503883063;554;69730 ;6965
0.3391161503883063;554;69730 ;6965
0.3391148543800118;554;69725 ;6965
0.33897873090207997;554;69735 ;6966
0.3384199808991137;554;69720 ;6970
0.3384199808991137;554;69720 ;6970
0.3384199808991137;554;69720 ;6970
0.3381490299515445;554;69745 ;6972
0.3381490299515445;554;69745 ;6972
0.3381464379349556;554;69735 ;6972
0.3380129064736126;554;69755 ;6973
0.3380129064736126;554;69755 ;6973
0.3380129064736126;554;69755 ;6973
0.3380129064736126;554;69755 ;6973
0.33787582784350045;552;69480 ;6966
0.33787582784350045;552;69480 ;6966
0.33731448582394524;552;69455 ;6970
0.33731448582394524;552;69455 ;6970
0.33672981565508986;552;69340 ;6974
0.33659369217715807;552;69350 ;6975
0.33659369217715807;552;69350 ;6975
0.33658721213568576;552;69325 ;6975
0.3364601607158151;552;69370 ;6976
0.3363201492129999;552;69365 ;6977
0.3363201492129999;552;69365 ;6977
0.3363201492129999;552;69365 ;6977
0.3363201492129999;552;69365 ;6977
0.3363201492129999;552;69365 ;6977
0.3360872511831267;549;69650 ;6968
0.33572557965494576;549;69325 ;6970
0.33504885029017;549;69390 ;6975
0.33446288411302016;549;69270 ;6979
0.3342269253894012;549;69430 ;6981
0.3342269253894012;549;69430 ;6981
0.3342269253894012;549;69430 ;6981
0.3342269253894012;549;69430 ;6981
0.3342269253894012;549;69430 ;6981
0.33418026909080084;549;69250 ;6981
0.33403896157969126;549;69240 ;6982
0.33389506205199265;549;69220 ;6983
0.3336552153034903;549;69365 ;6985
0.33362670312101234;549;69255 ;6985
0.3333557521734431;549;69280 ;6987
0.3332144446623335;549;69270 ;6988
0.3332144446623335;549;69270 ;6988
0.3332066686125668;549;69240 ;6988
0.33296569628382705;548;69240 ;6986
0.3324108343057441;548;69240 ;6990
0.3324108343057441;548;69240 ;6990
0.3324043542642718;548;69215 ;6990
0.3321463633996471;548;69290 ;6992
0.3321385873498804;548;69260 ;6992
0.3321385873498804;548;69260 ;6992
0.3319998718553597;548;69260 ;6993
0.3318611563608389;548;69260 ;6994
0.3317250328829071;548;69270 ;6995
0.3317250328829071;548;69270 ;6995
0.3317250328829071;548;69270 ;6995
0.33090051596554937;548;69300 ;7001
0.33090051596554937;548;69300 ;7001
0.33090051596554937;548;69300 ;7001
0.33088496386601596;548;69240 ;7001
0.3304869614985761;548;69310 ;7004
0.3304869614985761;548;69310 ;7004
0.33022767462565694;548;69380 ;7006
0.33021989857589024;548;69350 ;7006
0.33021989857589024;548;69350 ;7006
0.33008895913113623;548;69380 ;7007
0.3300863671145473;548;69370 ;7007
0.3298637093299869;546;69300 ;7001
0.3287513933572321;546;69290 ;7009
0.3287513933572321;546;69290 ;7009
0.3287513933572321;546;69290 ;7009
0.3287513933572321;546;69290 ;7009
0.3287488013406432;546;69280 ;7009
0.32861008584612245;546;69280 ;7010
0.32861008584612245;546;69280 ;7010
0.32861008584612245;546;69280 ;7010
0.3286074938295335;546;69270 ;7010
0.3286074938295335;546;69270 ;7010
0.3284687783350128;546;69270 ;7011
0.3284687783350128;546;69270 ;7011
0.3284687783350128;546;69270 ;7011
0.32846359430183497;546;69250 ;7011
0.32833524687366983;546;69290 ;7012
0.3279777616194722;544;69235 ;7007
0.3279777616194722;544;69235 ;7007
0.32743456371603924;544;69280 ;7011
0.32743456371603924;544;69280 ;7011
0.32743456371603924;544;69280 ;7011
0.3274319716994504;544;69270 ;7011
0.3274319716994504;544;69270 ;7011
0.3273010322546963;544;69300 ;7012
0.3272984402381074;544;69290 ;7012
0.3272984402381074;544;69290 ;7012
0.32729584822151847;544;69280 ;7012
0.32729584822151847;544;69280 ;7012
0.32729584822151847;544;69280 ;7012
0.32728807217175176;544;69250 ;7012
0.32726604003074605;544;69165 ;7012
0.32726604003074605;544;69165 ;7012
0.3271286205445198;544;69170 ;7013
0.3271286205445198;544;69170 ;7013
0.3271286205445198;544;69170 ;7013
0.3271286205445198;544;69170 ;7013
0.3271286205445198;544;69170 ;7013
0.32701193719100474;544;69255 ;7014
0.32701193719100474;544;69255 ;7014
0.32701193719100474;544;69255 ;7014
0.3270041611412381;544;69225 ;7014
0.32659838272403147;544;69265 ;7017
0.32643245105532726;544;69160 ;7018
0.32643245105532726;544;69160 ;7018
0.32643245105532726;544;69160 ;7018
0.3263053996354565;544;69205 ;7019
0.3261537240579913;544;69155 ;7020
0.3261537240579913;544;69155 ;7020
0.3261537240579913;544;69155 ;7020
0.3257842338730294;544;69335 ;7023
0.32576090572372923;544;69245 ;7023
0.32534864726505036;544;69260 ;7026
0.32521511580370743;544;69280 ;7027
0.32521511580370743;544;69280 ;7027
0.32521511580370743;544;69280 ;7027
0.32521511580370743;544;69280 ;7027
0.32493250078148816;544;69260 ;7029
0.3247860092372007;544;69230 ;7030
0.32466673386709677;544;69305 ;7031
0.32466673386709677;544;69305 ;7031
0.32466673386709677;544;69305 ;7031
0.32465247777585776;544;69250 ;7031
0.3246498857592689;544;69240 ;7031
0.3246498857592689;544;69240 ;7031
0.32464210970950214;544;69210 ;7031
0.32455281295822763;543;69260 ;7028
0.3238333153197349;543;69160 ;7033
0.3238333153197349;543;69160 ;7033
0.3238333153197349;543;69160 ;7033
0.3238333153197349;543;69160 ;7033
0.3238333153197349;543;69160 ;7033
0.3238333153197349;543;69160 ;7033
0.3238333153197349;543;69160 ;7033
0.3237101519247476;543;69220 ;7034
0.323699783858392;543;69180 ;7034
0.3235610683638712;543;69180 ;7035
0.3235610683638712;543;69180 ;7035
0.32342753690252835;543;69200 ;7036
0.32342753690252835;543;69200 ;7036
0.32342753690252835;543;69200 ;7036
0.3232849333831242;543;69185 ;7037
0.3232849333831242;543;69185 ;7037
0.32301268642726055;543;69205 ;7039
0.32301009441067163;543;69195 ;7039
0.32301009441067163;543;69195 ;7039
0.32301009441067163;543;69195 ;7039
0.3230049103774938;543;69175 ;7039
0.3230049103774938;543;69175 ;7039
0.3228648988746786;543;69170 ;7040
0.322592651918815;543;69190 ;7042
0.253197571745358;403;69155 ;7019
0.2518194888582118;403;69190 ;7029
0.2518194888582118;403;69190 ;7029
0.2518194888582118;403;69190 ;7029
0.25165614920609647;403;69095 ;7030
0.25165614920609647;403;69095 ;7030
0.25082644825556094;403;69105 ;7036
0.24973567794878831;398;69010 ;7025
0.24973567794878831;398;69010 ;7025
0.24973567794878831;398;69010 ;7025
0.24973567794878831;398;69010 ;7025
0.24849371853957394;398;69035 ;7034
0.24835889106993658;398;69050 ;7035
0.2480866441140729;398;69070 ;7037
0.2480866441140729;398;69070 ;7037
0.24707446163610505;396;69165 ;7037
0.2452126516081613;389;69025 ;7024
0.24468889382914524;389;69145 ;7028
0.2442455311713995;389;69040 ;7031
0.2431824635138339;389;69220 ;7039
0.2431824635138339;389;69220 ;7039
0.2431824635138339;389;69220 ;7039
0.2431824635138339;389;69220 ;7039
0.2431824635138339;389;69220 ;7039
0.2425906564004257;385;69050 ;7028
0.2425906564004257;385;69050 ;7028
0.2425906564004257;385;69050 ;7028
0.24242049585072403;387;69210 ;7037
0.24171961100551043;384;69295 ;7031
0.2416598241959086;385;69205 ;7035
0.2416598241959086;385;69205 ;7035
0.2415496208838658;385;69315 ;7036
0.2412037997043181;383;69305 ;7031
0.2412037997043181;383;69305 ;7031
0.2410197239194915;383;69130 ;7032
0.2410197239194915;383;69130 ;7032
0.2410197239194915;383;69130 ;7032
0.24061005747740155;383;69155 ;7035
0.24061005747740155;383;69155 ;7035
0.2404392400246193;381;69285 ;7029
0.2404392400246193;381;69285 ;7029
0.2404392400246193;381;69285 ;7029
0.2404392400246193;381;69285 ;7029
0.2404392400246193;381;69285 ;7029
0.24032614644688782;383;69130 ;7037
0.24032614644688782;383;69130 ;7037
0.24032614644688782;383;69130 ;7037
0.24032614644688782;383;69130 ;7037
0.24032614644688782;383;69130 ;7037
0.24001013345811253;381;69235 ;7032
0.24001013345811253;381;69235 ;7032
0.24001013345811253;381;69235 ;7032
0.24001013345811253;381;69235 ;7032
0.23995211133396196;379;69265 ;7025
0.23995211133396196;379;69265 ;7025
0.23995211133396196;379;69265 ;7025
0.23995211133396196;379;69265 ;7025
0.23995211133396196;379;69265 ;7025
0.23983901775623048;381;69110 ;7033
0.23983901775623048;381;69110 ;7033
0.23973140646077662;381;69230 ;7034
0.23880221112066802;379;69110 ;7033
0.23880221112066802;379;69110 ;7033
0.23880221112066802;379;69110 ;7033
0.23880221112066802;379;69110 ;7033
0.23880221112066802;379;69110 ;7033
0.23880221112066802;379;69110 ;7033
0.23851700408185983;379;69080 ;7035
0.23851700408185983;379;69080 ;7035
0.23757727024733857;378;69060 ;7038
0.23757727024733857;378;69060 ;7038
0.23757727024733857;378;69060 ;7038
0.23757727024733857;378;69060 ;7038
0.23757727024733857;378;69060 ;7038
0.23757727024733857;378;69060 ;7038
0.23757727024733857;378;69060 ;7038
0.23757727024733857;378;69060 ;7038
0.23747501341311955;377;69060 ;7035
0.23747501341311955;377;69060 ;7035
0.23746464534676393;377;69020 ;7035
0.23746464534676393;377;69020 ;7035
0.23746464534676393;377;69020 ;7035
0.2373362979185988;377;69060 ;7036
0.2373362979185988;377;69060 ;7036
0.2373362979185988;377;69060 ;7036
0.23705497890467397;377;69045 ;7038
0.23704979487149616;377;69025 ;7038
0.23704979487149616;377;69025 ;7038
0.23704979487149616;377;69025 ;7038
0.23704979487149616;377;69025 ;7038
0.23704979487149616;377;69025 ;7038
0.23704979487149616;377;69025 ;7038
0.23704979487149616;377;69025 ;7038
0.23693699954286448;377;69125 ;7039
0.23693699954286448;377;69125 ;7039
0.2369305195013922;377;69100 ;7039
0.23691237538526988;377;69030 ;7039
0.23691237538526988;377;69030 ;7039
0.23635621739889245;377;69025 ;7043
0.23635621739889245;377;69025 ;7043
0.23635621739889245;377;69025 ;7043
0.23635621739889245;377;69025 ;7043
0.23635621739889245;377;69025 ;7043
0.23635621739889245;377;69025 ;7043
0.2362187979126662;377;69030 ;7044
0.2361034105674456;377;69120 ;7045
0.2361034105674456;377;69120 ;7045
0.23608526645132327;377;69050 ;7045
0.23608526645132327;377;69050 ;7045
0.23596728708951378;377;69130 ;7046
0.23594914297339142;377;69060 ;7046
0.23594914297339142;377;69060 ;7046
0.23594914297339142;377;69060 ;7046
0.23584947815576135;376;69070 ;7043
0.23584947815576135;376;69070 ;7043
0.23584947815576135;376;69070 ;7043
0.23584947815576135;376;69070 ;7043
0.23571205866953507;376;69075 ;7044
0.2354255556224324;376;69040 ;7046
0.2354255556224324;376;69040 ;7046
0.23528554411961722;376;69035 ;7047
0.23518199127710374;375;69030 ;7044
0.23518199127710374;375;69030 ;7044
0.23518199127710374;375;69030 ;7044
0.23518199127710374;375;69030 ;7044
0.23518199127710374;375;69030 ;7044
0.2350458677991719;375;69040 ;7045
0.2350458677991719;375;69040 ;7045
0.2350458677991719;375;69040 ;7045
0.2350458677991719;375;69040 ;7045
0.2350458677991719;375;69040 ;7045
0.2350458677991719;375;69040 ;7045
0.2350458677991719;375;69040 ;7045
0.2350458677991719;375;69040 ;7045
0.2347775088681916;375;69075 ;7047
0.2346856201003282;374;69115 ;7044
0.2346856201003282;374;69115 ;7044
0.2346856201003282;374;69115 ;7044
0.2346856201003282;374;69115 ;7044
0.2346856201003282;374;69115 ;7044
0.2346856201003282;374;69115 ;7044
0.2346856201003282;374;69115 ;7044
0.2346856201003282;374;69115 ;7044
0.2346856201003282;374;69115 ;7044
0.23468043606715042;374;69095 ;7044
0.23468043606715042;374;69095 ;7044
0.23468043606715042;374;69095 ;7044
0.23453653653945183;374;69075 ;7045
0.23453653653945183;374;69075 ;7045
0.23426169756699927;374;69085 ;7047
0.23426169756699927;374;69085 ;7047
0.23426169756699927;374;69085 ;7047
0.23426169756699927;374;69085 ;7047
0.23426169756699927;374;69085 ;7047
0.23426169756699927;374;69085 ;7047
0.23426169756699927;374;69085 ;7047
0.23426169756699927;374;69085 ;7047
0.23426169756699927;374;69085 ;7047
0.23425651353382146;374;69065 ;7047
0.23425651353382146;374;69065 ;7047
0.23425651353382146;374;69065 ;7047
0.23425651353382146;374;69065 ;7047
0.23425651353382146;374;69065 ;7047
0.23425392151723257;374;69055 ;7047
0.23425392151723257;374;69055 ;7047
0.23425132950064365;374;69045 ;7047
0.23425132950064365;374;69045 ;7047
0.23425132950064365;374;69045 ;7047
0.23425132950064365;374;69045 ;7047
0.23424873748405475;374;69035 ;7047
0.23424873748405475;374;69035 ;7047
0.23424873748405475;374;69035 ;7047
0.23424873748405475;374;69035 ;7047
0.23424873748405475;374;69035 ;7047
0.23407373375728932;374;68895 ;7048
0.23407373375728932;374;68895 ;7048
0.23407373375728932;374;68895 ;7048
0.23397130649501327;374;69035 ;7049
0.23397130649501327;374;69035 ;7049
0.23397130649501327;374;69035 ;7049
0.23379889478483673;374;68905 ;7050
0.23379889478483673;374;68905 ;7050
0.23379889478483673;374;68905 ;7050
0.23379630276824784;374;68895 ;7050
0.23379630276824784;374;68895 ;7050
0.23379630276824784;374;68895 ;7050
0.23379630276824784;374;68895 ;7050
0.23379630276824784;374;68895 ;7050
0.23379630276824784;374;68895 ;7050
0.23349295161331732;374;68795 ;7052
0.23349295161331732;374;68795 ;7052
0.23313140790617914;373;68865 ;7051
0.23313140790617914;373;68865 ;7051
0.23313140790617914;373;68865 ;7051
0.23313140790617914;373;68865 ;7051
0.23313140790617914;373;68865 ;7051
0.23313140790617914;373;68865 ;7051
0.23289026514938235;373;69005 ;7053
0.23289026514938235;373;69005 ;7053
0.23289026514938235;373;69005 ;7053
0.23289026514938235;373;69005 ;7053
0.23289026514938235;373;69005 ;7053
0.23289026514938235;373;69005 ;7053
0.23289026514938235;373;69005 ;7053
0.23289026514938235;373;69005 ;7053
0.23289026514938235;373;69005 ;7053
0.23289026514938235;373;69005 ;7053
0.23289026514938235;373;69005 ;7053
0.23289026514938235;373;69005 ;7053
0.23289026514938235;373;69005 ;7053
0.23289026514938235;373;69005 ;7053
0.23289026514938235;373;69005 ;7053
0.23289026514938235;373;69005 ;7053
0.23289026514938235;373;69005 ;7053
0.23289026514938235;373;69005 ;7053
0.23289026514938235;373;69005 ;7053
0.23289026514938235;373;69005 ;7053
0.23289026514938235;373;69005 ;7053
0.23289026514938235;373;69005 ;7053
0.23289026514938235;373;69005 ;7053
0.23289026514938235;373;69005 ;7053
0.23289026514938235;373;69005 ;7053
0.23289026514938235;373;69005 ;7053
0.23289026514938235;373;69005 ;7053
0.23289026514938235;373;69005 ;7053
0.23289026514938235;373;69005 ;7053
